COD_LOCAL;DT_REF;SUBSTANCIA;MEDICAO;DIMENSAO
PAS 19;2021-07-07;Pentaclorofenol;<0.001;mg/L
PAS 19;2021-12-02;Pentaclorofenol;<0.001;mg/L
PAS 19;2022-05-27;Pentaclorofenol;<0.001;µg/L
PAS 19;2022-11-24;Pentaclorofenol;<0.001;µg/L
PAS 19;2023-05-18;Pentaclorofenol;<0.001;µg/L
PAS 19;2024-05-21;Pentaclorofenol;<0.01;µg/L
PAS 19;2024-06-25;Pentaclorofenol;<0.01;µg/L
PAS 19;2024-03-18;Pentaclorofenol;<0.01;µg/L
PAS 19;2024-04-16;Pentaclorofenol;<0.01;µg/L
PAS 19;2024-07-24 16:07:00;Pentaclorofenol;<0.01;µg/L
PAS 19;2020-12-17;Tetracloreto de Carbono;<0.001;mg/L
PAS 19;2021-07-07;Tetracloreto de Carbono;<0.001;mg/L
PAS 19;2021-12-02;Tetracloreto de Carbono;<0.001;mg/L
PAS 19;2022-05-27;Tetracloreto de Carbono;<0.01;µg/L
PAS 19;2022-11-24;Tetracloreto de Carbono;<0.01;µg/L
PAS 19;2023-05-18;Tetracloreto de Carbono;<0.01;µg/L
PAS 19;2024-05-21;Tetracloreto de Carbono;<0.07;µg/L
PAS 19;2024-06-25;Tetracloreto de Carbono;<0.07;µg/L
PAS 19;2024-03-18;Tetracloreto de Carbono;<0.07;µg/L
PAS 19;2024-04-16;Tetracloreto de Carbono;<0.07;µg/L
PAS 19;2024-07-24 16:07:00;Tetracloreto de Carbono;<0.07;µg/L
PAS 19;2020-12-17;Pentaclorobenzeno;<0.001;mg/L
PAS 19;2021-07-07;Pentaclorobenzeno;<0.001;mg/L
PAS 19;2021-12-02;Pentaclorobenzeno;<0.001;mg/L
PAS 19;2020-12-17;Tetracloroeteno;<0.001;mg/L
PAS 19;2021-07-07;Tetracloroeteno;<0.001;mg/L
PAS 19;2021-12-02;Tetracloroeteno;<0.001;mg/L
PAS 19;2022-05-27;Tetracloroeteno;<0.01;µg/L
PAS 19;2022-11-24;Tetracloroeteno;<0.01;µg/L
PAS 19;2023-05-18;Tetracloroeteno;<0.01;µg/L
PAS 19;2024-05-21;Tetracloroeteno (Tetracloroetileno);<0.01;µg/L
PAS 19;2024-06-25;Tetracloroeteno (Tetracloroetileno);<0.01;µg/L
PAS 19;2024-03-18;Tetracloroeteno (Tetracloroetileno);<0.01;µg/L
PAS 19;2024-04-16;Tetracloroeteno (Tetracloroetileno);<0.01;µg/L
PAS 19;2024-07-24 16:07:00;Tetracloroeteno (Tetracloroetileno);<0.01;µg/L
PAS 19;2020-12-17;Triclorobenzenos;<0.001;mg/L
PAS 19;2021-07-07;Triclorobenzenos;<0.001;mg/L
PAS 19;2021-12-02;Triclorobenzenos;<0.001;mg/L
PAS 19;2022-05-27;Triclorobenzenos;<1.;µg/L
PAS 19;2022-11-24;Triclorobenzenos;<1.;µg/L
PAS 19;2023-05-18;Triclorobenzenos;<1.;µg/L
PAS 19;2024-05-21;Triclorobenzeno (1,2,3- TCB+ 1,2,4-TCB);<0.6;µg/L
PAS 19;2024-06-25;Triclorobenzeno (1,2,3- TCB+ 1,2,4-TCB);<0.6;µg/L
PAS 19;2024-06-25;Triclorobenzenos (1,2,3-TCB + 1,2,4-TCB + 1,3,5-TCB);<0.6;µg/L
PAS 19;2024-03-18;Triclorobenzeno (1,2,3- TCB+ 1,2,4-TCB);<0.6;µg/L
PAS 19;2024-04-16;Triclorobenzenos (1,2,3-TCB + 1,2,4-TCB + 1,3,5-TCB);<0.6;µg/L
PAS 19;2024-07-24 16:07:00;Triclorobenzenos (1,2,3-TCB + 1,2,4-TCB +  1,3,5-TCB);<0.6;µg/L
PAS 19;2020-12-17;Tricloroeteno;<0.001;mg/L
PAS 19;2021-07-07;Tricloroeteno;<0.001;mg/L
PAS 19;2021-12-02;Tricloroeteno;<0.001;mg/L
PAS 19;2022-05-27;Tricloroeteno;<0.01;µg/L
PAS 19;2022-11-24;Tricloroeteno;<0.01;µg/L
PAS 19;2023-05-18;Tricloroeteno;<0.01;µg/L
PAS 19;2024-05-21;1,1,2-Tricloroeteno;<0.6;µg/L
PAS 19;2024-06-25;1,1,2-Tricloroeteno;<0.6;µg/L
PAS 19;2024-03-18;1,1,2-Tricloroeteno;<0.6;µg/L
PAS 19;2024-04-16;1,1,2-Tricloroeteno;<0.6;µg/L
PAS 19;2024-07-24 16:07:00;1,1,2-Tricloroeteno;<0.6;µg/L
PAS 19;2020-12-17;Xilenos;<1.;µg/L
PAS 19;2021-07-07;Xilenos;<1.;µg/L
PAS 19;2021-12-02;Xilenos;<1.;µg/L
PAS 19;2022-05-27;Xileno;<0.01;µg/L
PAS 19;2022-11-24;Xileno;<0.01;µg/L
PAS 19;2023-05-18;Xileno;<0.01;µg/L
PAS 19;2024-05-21;Xilenos (o-Xileno + m-Xileno + p-Xileno);<0.61;µg/L
PAS 19;2024-06-25;Xilenos (o-Xileno + m-Xileno + p-Xileno);<0.61;µg/L
PAS 19;2024-03-18;Xilenos (o-Xileno + m-Xileno + p-Xileno);<0.61;µg/L
PAS 19;2024-04-16;Xilenos (o-Xileno + m-Xileno + p-Xileno);<0.61;µg/L
PAS 19;2024-07-24 16:07:00;Xilenos (o-Xileno + m-Xileno + p-Xileno);<0.61;µg/L
PAS 19;2024-05-21;Escherichia coli;<1.8;NMP/100mL
PAS 19;2024-06-25;Escherichia coli;<1.8;NMP/100mL
PAS 19;2024-04-16;Escherichia coli;Presente;-
PAS 19;2024-05-21;Gosto e Odor;8;Intensidade
PAS 19;2024-06-25;Gosto e Odor;4;Intensidade
PAS 19;2024-03-18;Gosto e Odor;12;Intensidade
PAS 19;2024-04-16;Gosto e Odor;0;Intensidade
PAS 19;2024-07-24 16:07:00;Gosto e Odor;0;Intensidade
PAS 19;2024-05-21;Tolueno;<0.06;µg/L
PAS 19;2024-06-25;Tolueno;<0.06;µg/L
PAS 19;2024-03-18;Tolueno;<0.06;µg/L
PAS 19;2024-04-16;Tolueno;<0.06;µg/L
PAS 19;2024-07-24 16:07:00;Tolueno;<0.06;µg/L
PAS 19;2024-03-18;Mercúrio Dissolvido;<0.00003;mg/L
PAS 19;2024-03-18;.Escherichia coli;780;NMP/100mL
PAS 19;2024-07-24 16:07:00;.Escherichia coli;<1.8;NMP/100mL
PAS 18;2020-12-17;Alcalinidade total;69;mg/L
PAS 18;2021-07-04;Alcalinidade total;69;mg/L
PAS 20;2024-06-25;Alcalinidade Total;69;mg/L
PAS 20;2023-11-21;Alcalinidade total;70;mg/L
PAS 17;2024-07-22 10:48:00;Alcalinidade Total;72;mg/L
PAS 18;2024-07-23 08:41:00;Alcalinidade Total;72;mg/L
PAS 20;2020-12-17;Alcalinidade total;72;mg/L
PAS 17;2021-07-02;Alcalinidade total;73;mg/L
PAS 20;2021-07-05;Alcalinidade total;74;mg/L
PAS 19;2024-07-24 16:03:00;Alcalinidade Total;77;mg/L
PAS 20;2024-07-24 16:45:00;Alcalinidade Total;77;mg/L
PAS 17;2020-12-17;Alcalinidade total;80;mg/L
PAS 19;2021-07-07;Alcalinidade total;127;mg/L
PAS 20;2022-05-27;Alumínio dissolvido;<0.02;mg/L
PAS 20;2022-11-24;Alumínio dissolvido;<0.02;mg/L
PAS 20;2023-05-18;Alumínio dissolvido;0.08;mg/L
PAS 20;2023-11-21;Alumínio dissolvido;2;mg/L
PAS 20;2024-05-23;Alumínio Dissolvido;3.5999999999999997E-2;mg/L
PAS 20;2024-06-25;Alumínio Dissolvido;5.1999999999999998E-2;mg/L
PAS 20;2024-02-19;Alumínio Dissolvido;0.24399999999999999;mg/L
PAS 20;2024-03-19;Alumínio Dissolvido;0.30099999999999999;mg/L
PAS 20;2024-04-16;Alumínio Dissolvido;1.9E-2;mg/L
PAS 20;2024-07-24 16:45:00;Alumínio Dissolvido;5.7000000000000002E-2;mg/L
PAS 20;2020-12-17;Amônia;3.6999999999999998E-2;mg/L
PAS 20;2021-07-05;Amônia;<0.0001;mg/L
PAS 20;2021-12-02;Amônia;<0.0001;mg/L
PAS 20;2022-05-27;Amônia;<0.6;mg/L
PAS 20;2022-11-24;Amônia;<0.6;mg/L
PAS 20;2023-05-18;Amônia;<0.6;mg/L
PAS 20;2023-11-21;Amônia;<0.6;mg/L
PAS 20;2024-05-23;Amônia;<0.005;mg/L
PAS 20;2024-06-25;Amônia;<0.005;mg/L
PAS 20;2024-02-19;Amônia;<0.005;mg/L
PAS 20;2024-03-19;Amônia;<0.005;mg/L
PAS 20;2024-04-16;Amônia;<0.1;mg/L
PAS 20;2024-07-24 16:45:00;Amônia;<0.1;mg/L
PAS 20;2020-12-17;Cádmio total;<0.001;mg/L
PAS 20;2021-07-05;Cádmio total;<0.001;mg/L
PAS 20;2021-12-02;Cádmio total;<0.001;mg/L
PAS 20;2022-05-27;Cádmio total;<0.001;mg/L
PAS 20;2022-11-24;Cádmio total;<0.001;mg/L
PAS 20;2023-05-18;Cádmio total;<0.001;mg/L
PAS 20;2023-11-21;Cádmio total;<0.001;mg/L
PAS 20;2024-05-23;Cádmio Total;<0.0003;mg/L
PAS 20;2024-06-25;Cádmio Total;<0.0003;mg/L
PAS 20;2024-02-19;Cádmio Total;<0.0003;mg/L
PAS 20;2024-03-19;Cádmio Total;<0.0003;mg/L
PAS 20;2024-04-16;Cádmio Total;<0.0003;mg/L
PAS 20;2024-07-24 16:45:00;Cádmio Total;<0.0003;mg/L
PAS 20;2020-12-17;Chumbo total;<0.01;mg/L
PAS 20;2021-07-05;Chumbo total;<0.01;mg/L
PAS 20;2021-12-02;Chumbo total;<0.01;mg/L
PAS 20;2022-05-27;Chumbo total;<0.005;mg/L
PAS 20;2022-11-24;Chumbo total;<0.005;mg/L
PAS 20;2023-05-18;Chumbo total;<0.005;mg/L
PAS 20;2023-11-21;Chumbo total;<0.005;mg/L
PAS 20;2024-05-23;Chumbo Total;<0.003;mg/L
PAS 20;2024-06-25;Chumbo Total;<0.01;mg/L
PAS 20;2024-02-19;Chumbo Total;<0.003;mg/L
PAS 20;2024-03-19;Chumbo Total;<0.003;mg/L
PAS 20;2024-04-16;Chumbo Total;<0.003;mg/L
PAS 20;2024-07-24 16:45:00;Chumbo Total;<0.003;mg/L
PAS 20;2020-12-17;Cloreto;3.5;mg/L
PAS 20;2021-07-05;Cloreto;3.5;mg/L
PAS 20;2021-12-02;Cloreto;5;mg/L
PAS 20;2022-05-27;Cloreto;<0.5;mg/L
PAS 20;2022-11-24;Cloreto;2.4;mg/L
PAS 20;2023-05-18;Cloreto;4.9000000000000004;mg/L
PAS 20;2023-11-21;Cloreto;2.5;mg/L
PAS 20;2023-12-13;Cloreto total;0.6;mg/L
PAS 20;2024-05-23;Cloreto;1.21;mg/L
PAS 20;2024-06-25;Cloreto;1.56;mg/L
PAS 20;2024-01-23;Cloreto Total;22.2;mg/L
PAS 20;2024-02-19;Cloreto;<1.;mg/L
PAS 20;2024-03-19;Cloreto Total;1.4;mg/L
PAS 20;2024-04-16;Cloreto;1.05;mg/L
PAS 20;2024-07-24 16:45:00;Cloreto;1.6;mg/L
PAS 20;2020-12-17;Cobre total;<0.005;mg/L
PAS 20;2021-07-05;Cobre total;<0.005;mg/L
PAS 20;2021-12-02;Cobre total;<0.0005;mg/L
PAS 20;2022-05-27;Cobre total;0.14899999999999999;mg/L
PAS 20;2022-11-24;Cobre total;0.109;mg/L
PAS 20;2023-05-18;Cobre total;9.0999999999999998E-2;mg/L
PAS 20;2023-11-21;Cobre total;0.11;mg/L
PAS 20;2024-05-23;Cobre Total;<0.0003;mg/L
PAS 20;2024-05-23;Cobre Total;<0.0003;mg/L
PAS 20;2024-06-25;Cobre Total;<0.001;mg/L
PAS 20;2024-06-25;Cobre Total;1.6000000000000001E-3;mg/L
PAS 20;2024-02-19;Cobre Total;<0.0003;mg/L
PAS 20;2024-03-19;Cobre Total;<0.0003;mg/L
PAS 20;2024-03-19;Cobre Total;<0.0003;mg/L
PAS 20;2024-04-16;Cobre Total;<0.0003;mg/L
PAS 20;2024-04-16;Cobre Total;<0.0003;mg/L
PAS 20;2024-07-24 16:45:00;Cobre Total;<0.0003;mg/L
PAS 20;2024-07-24 16:40:00;Cobre Total;<0.0003;mg/L
PAS 20;2020-12-17;Condutividade elétrica;88.4;µS/cm
PAS 20;2021-07-05;Condutividade elétrica;109.2;µS/cm
PAS 20;2021-12-02;Condutividade elétrica;79.099999999999994;µS/cm
PAS 20;2022-05-27;Condutividade elétrica;103.7;µS/cm
PAS 20;2022-11-24;Condutividade elétrica;108.8;µS/cm
PAS 20;2023-05-18;Condutividade elétrica;113.4;µS/cm
PAS 20;2023-11-21;Condutividade elétrica;148.1;µS/cm
PAS 20;2023-12-13;Condutividade elétrica;168.3;µS/cm
PAS 20;2024-05-23;Condutividade;127;µS/cm
PAS 20;2024-06-25;Condutividade;154;µS/cm
PAS 20;2024-01-23;Condutividade;91.5;µS/cm
PAS 20;2024-02-19;Condutividade;76;µS/cm
PAS 20;2024-02-19;Condutividade;70;µS/cm
PAS 20;2024-03-19;Condutividade;92;µS/cm
PAS 20;2024-04-16;Condutividade;138.4;µS/cm
PAS 20;2024-04-16;Condutividade;78;µS/cm
PAS 20;2024-07-24 16:43:00;Condutividade;171;µS/cm
PAS 20;2020-12-17;Cor verdadeira;22;uH
PAS 20;2021-07-05;Cor verdadeira;<5;uH
PAS 20;2021-12-02;Cor verdadeira;102.52;uH
PAS 20;2022-05-27;Cor verdadeira;14.9;mg/L
PAS 20;2022-11-24;Cor verdadeira;187;mg/L
PAS 20;2023-05-18;Cor verdadeira;33.5;mg/L
PAS 20;2023-11-21;Cor verdadeira;161;mg/L
PAS 20;2024-05-23;Cor Verdadeira;13;mg/L
PAS 20;2024-06-25;Cor Verdadeira;<10;mg/L
PAS 20;2024-02-19;Cor Verdadeira;50;mg/L
PAS 20;2024-03-19;Cor Verdadeira;60;mg/L
PAS 20;2024-04-16;Cor Verdadeira;20;mg/L
PAS 20;2024-07-24 16:45:00;Cor Verdadeira;<10;mg/L
PAS 20;2020-12-17;Cromo total;<0.01;mg/L
PAS 20;2021-07-05;Cromo total;<0.01;mg/L
PAS 20;2021-12-02;Cromo total;<0.01;mg/L
PAS 20;2022-05-27;Cromo total;<0.003;mg/L
PAS 20;2022-11-24;Cromo total;<0.003;mg/L
PAS 20;2023-05-18;Cromo total;<0.003;mg/L
PAS 20;2023-11-21;Cromo total;<0.003;mg/L
PAS 20;2024-05-23;Cromo Total;<0.003;mg/L
PAS 20;2024-06-25;Cromo Total;<0.01;mg/L
PAS 20;2024-02-19;Cromo Total;<0.003;mg/L
PAS 20;2024-03-19;Cromo Total;<0.003;mg/L
PAS 20;2024-04-16;Cromo Total;<0.003;mg/L
PAS 20;2024-07-24 16:45:00;Cromo Total;<0.003;mg/L
PAS 20;2020-12-17;DBO;1.5;mg/L
PAS 20;2021-07-05;DBO;0.7;mg/L
PAS 20;2021-12-02;DBO;0.5;mg/L
PAS 20;2022-05-27;DBO;<2.;mg/L
PAS 20;2022-11-24;DBO;<2.;mg/L
PAS 20;2023-05-18;DBO;<2.;mg/L
PAS 20;2023-11-21;DBO;<2.;mg/L
PAS 20;2024-05-23;DBO 5;<1.;mg/L
PAS 20;2024-06-25;DBO 5;<1.;mg/L
PAS 20;2024-02-19;DBO 5;29;mg/L
PAS 20;2024-03-19;DBO 5;<1.;mg/L
PAS 20;2024-04-16;DBO 5;<1.;mg/L
PAS 20;2024-07-24 16:45:00;DBO 5;<1.;mg/L
PAS 20;2020-12-17;DQO;2;mg/L
PAS 20;2021-07-05;DQO;<1;mg/L
PAS 20;2021-12-02;DQO;2;mg/L
PAS 20;2022-05-27;DQO;10.8;mg/L
PAS 20;2022-11-24;DQO;<5.;mg/L
PAS 20;2023-05-18;DQO;6;mg/L
PAS 20;2023-11-21;DQO;10.1;mg/L
PAS 20;2024-05-23;DQO;<20.;mg/L
PAS 20;2024-06-25;DQO;<20;mg/L
PAS 20;2024-02-19;DQO;53;mg/L
PAS 20;2024-03-19;DQO;<20;mg/L
PAS 20;2024-04-16;DQO;<20;mg/L
PAS 20;2024-07-24 16:45:00;DQO;<20;
PAS 20;2020-12-17;Dureza;60;mg/L
PAS 20;2021-07-05;Dureza;90;mg/L
PAS 20;2021-12-02;Dureza;52;mg/L
PAS 20;2022-05-27;Dureza;40;mg/L
PAS 20;2022-11-24;Dureza;52.5;mg/L
PAS 20;2023-05-18;Dureza;55;mg/L
PAS 20;2023-11-21;Dureza;80;mg/L
PAS 20;2024-05-23;Dureza Total;48;mg/L
PAS 20;2024-06-25;Dureza Total;52;mg/L
PAS 20;2024-02-19;Dureza Total;58.39;mg/L
PAS 20;2024-03-19;Dureza Total;20;mg/L
PAS 20;2024-04-16;Dureza Total;46;mg/L
PAS 20;2024-07-24 16:45:00;Dureza Total;54;mg/L
PAS 20;2020-12-17;Fenóis;<0.001;mg/L
PAS 20;2021-07-05;Fenóis;<0.001;mg/L
PAS 20;2021-12-02;Fenóis;<0.001;mg/L
PAS 20;2022-05-27;Fenóis;<0.001;mg/L
PAS 20;2022-11-24;Fenóis;<0.001;mg/L
PAS 20;2023-05-18;Fenóis;<0.001;mg/L
PAS 20;2023-11-21;Fenóis;<0.001;mg/L
PAS 20;2024-05-23;Fenóis Totais;<0.001;mg/L
PAS 20;2024-06-25;Fenóis Totais;<0.001;mg/L
PAS 20;2024-02-19;Fenóis Totais;1.7000000000000001E-2;mg/L
PAS 20;2024-03-19;Fenóis Totais;<0.001;mg/L
PAS 20;2024-04-16;Fenóis Totais;<0.001;mg/L
PAS 20;2024-07-24 16:45:00;Fenóis Totais;<0.001;mg/L
PAS 20;2020-12-17;Ferro total;<0.01;mg/L
PAS 20;2021-07-05;Ferro total;0.20100000000000001;mg/L
PAS 20;2021-12-02;Ferro total;5.95;mg/L
PAS 20;2022-05-27;Ferro total;0.35;mg/L
PAS 20;2022-11-24;Ferro total;13.2;mg/L
PAS 20;2023-05-18;Ferro total;0.06;mg/L
PAS 20;2023-11-21;Ferro total;6.64;mg/L
PAS 20;2024-05-23;Ferro Total;0.28199999999999997;mg/L
PAS 20;2024-06-25;Ferro Total;0.158;mg/L
PAS 20;2024-02-19;Ferro Total;4.03;mg/L
PAS 20;2024-03-19;Ferro Total;3.25;mg/L
PAS 20;2024-04-16;Ferro Total;1.53;mg/L
PAS 20;2024-07-24 16:45:00;Ferro Total;0.16;mg/L
PAS 20;2020-12-17;Fosfato;<0.01;mg/L
PAS 20;2021-07-05;Fosfato;<0.01;mg/L
PAS 20;2021-12-02;Fosfato;<0.01;mg/L
PAS 20;2022-05-27;Fosfato;<0.01;mg/L
PAS 20;2022-11-24;Fosfato;0.08;mg/L
PAS 20;2023-05-18;Fosfato;0.02;mg/L
PAS 20;2023-11-21;Fosfato;0.02;mg/L
PAS 20;2024-05-23;Fosfato Total;<0.006;mg/L
PAS 20;2024-06-25;Fosfato Total;<0.006;mg/L
PAS 20;2024-02-19;Fosfato Total;<0.006;mg/L
PAS 20;2024-03-19;Fosfato Total;<0.006;mg/L
PAS 20;2024-04-16;Fosfato Total;<0.006;mg/L
PAS 20;2024-07-24 16:45:00;Fosfato Total;<0.006;mg/L
PAS 20;2020-12-17;Fósforo total;<0.001;mg/L
PAS 20;2021-07-05;Fósforo total;<0.001;mg/L
PAS 20;2021-12-02;Fósforo total;<0.001;mg/L
PAS 20;2022-05-27;Fósforo total;<0.01;mg/L
PAS 20;2022-11-24;Fósforo total;0.69;mg/L
PAS 20;2023-05-18;Fósforo total;0.05;mg/L
PAS 20;2023-11-21;Fósforo total;0.04;mg/L
PAS 20;2024-05-23;Fósforo Total;<0.003;mg/L
PAS 20;2024-06-25;Fósforo Total;<0.003;mg/L
PAS 20;2024-02-19;Fósforo Total;<0.003;mg/L
PAS 20;2024-03-19;Fósforo Total;<0.003;mg/L
PAS 20;2024-04-16;Fósforo Total;<0.003;mg/L
PAS 20;2024-07-24 16:45:00;Fósforo Total;<0.003;mg/L
PAS 20;2020-12-17;Níquel total;<0.01;mg/L
PAS 20;2021-07-05;Níquel total;<0.01;mg/L
PAS 20;2021-12-02;Níquel total;<0.01;mg/L
PAS 20;2022-05-27;Níquel total;<0.007;mg/L
PAS 20;2022-11-24;Níquel total;<0.007;mg/L
PAS 20;2023-05-18;Níquel total;<0.007;mg/L
PAS 20;2023-11-21;Níquel total;<0.007;mg/L
PAS 20;2024-05-23;Níquel Total;<0.003;mg/L
PAS 20;2024-06-25;Níquel Total;<0.003;mg/L
PAS 20;2024-02-19;Níquel Total;<0.003;mg/L
PAS 20;2024-03-19;Níquel Total;<0.003;mg/L
PAS 20;2024-04-16;Níquel Total;<0.003;mg/L
PAS 20;2024-07-24 16:45:00;Níquel Total;<0.003;mg/L
PAS 12;2020-12-16;Nitrato;<0.01;mg/L
PAS 12;2021-07-04;Nitrato;<0.01;mg/L
PAS 12;2021-12-01;Nitrato;<0.01;mg/L
PAS 08;2024-05-22;Nitrito (como N);<0.01;mg/L
PAS 09;2024-07-22 12:36:00;Nitrito (como N);<0.01;mg/L (como  N)
PAS 10;2024-06-24;Nitrito (como N);<0.01;mg/L
PAS 10;2024-07-22 13:15:00;Nitrito (como N);<0.01;mg/L (como  N)
PAS 11;2024-06-24;Nitrito (como N);<0.01;mg/L
PAS 11;2024-07-22 12:00:00;Nitrito (como N);<0.01;mg/L (como  N)
PAS 13;2023-05-18;Nitrato;<0.1;mg/L
PAS 15;2020-12-16;Nitrito;3.0000000000000001E-3;mg/L
PAS 17;2021-07-02;Nitrito como N;3.0400000000000002E-4;mg/L
PAS 17;2021-12-01;Nitrito como N;3.0400000000000002E-4;mg/L
PAS 17;2024-05-20;Nitrato (como N);<0.23;mg/L
PAS 17;2024-06-24;Nitrato (como N);<0.23;mg/L
PAS 17;2024-07-22 10:48:00;Nitrato (como N);<0.23;mg/L (como  N)
PAS 18;2021-12-02;Nitrito como N;2.7360000000000002E-3;mg/L
PAS 18;2024-05-23;Nitrato (como N);<0.23;mg/L
PAS 18;2024-06-25;Nitrato (como N);<0.23;mg/L
PAS 18;2024-07-23 08:41:00;Nitrato (como N);<0.23;mg/L (como  N)
PAS 20;2020-12-17;Nitrogênio amoniacal;<0.001;mg/L
PAS 20;2021-07-05;Nitrogênio amoniacal;<0.001;mg/L
PAS 20;2021-12-02;Nitrogênio amoniacal;<0.001;mg/L
PAS 20;2022-05-27;Nitrogênio amoniacal;<0.6;mg/L
PAS 20;2022-11-24;Nitrogênio amoniacal;<0.6;mg/L
PAS 20;2023-05-18;Nitrogênio amoniacal;<0.6;mg/L
PAS 20;2023-11-21;Nitrogênio amoniacal;<0.6;mg/L
PAS 20;2024-05-23;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 20;2024-06-25;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 20;2024-02-19;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 20;2024-03-19;Nitrogênio Amoniacal Total;<0.005;mg/L
PAS 20;2024-04-16;Nitrogênio Amoniacal Total;<0.1;mg/L
PAS 20;2024-07-24 16:45:00;Nitrogênio Amoniacal Total;<0.1;mg/L
PAS 20;2020-12-17;Nitrogênio Kjeldahl;<0.1;mg/L
PAS 20;2021-07-05;Nitrogênio Kjeldahl;<0.1;mg/L
PAS 20;2021-12-02;Nitrogênio Kjeldahl;<0.1;mg/L
PAS 20;2022-05-27;Nitrogênio Kjeldahl;<4.;mg/L
PAS 20;2022-11-24;Nitrogênio Kjeldahl;<4.;mg/L
PAS 20;2023-05-18;Nitrogênio Kjeldahl;<4.;mg/L
PAS 20;2023-11-21;Nitrogênio Kjeldahl;<4.;mg/L
PAS 20;2020-12-17;Nitrogênio total;<0.1;mg/L
PAS 20;2021-07-05;Nitrogênio total;<0.1;mg/L
PAS 20;2021-12-02;Nitrogênio total;<0.1;mg/L
PAS 20;2022-05-27;Nitrogênio total;0.66;mg/L
PAS 20;2022-11-24;Nitrogênio total;0.56000000000000005;mg/L
PAS 20;2023-05-18;Nitrogênio total;0.56000000000000005;mg/L
PAS 20;2023-11-21;Nitrogênio total;1.29;mg/L
PAS 20;2024-05-23;Nitrogênio Total;<0.15;mg/L
PAS 20;2024-06-25;Nitrogênio Total;1.1000000000000001;mg/L
PAS 20;2024-02-19;Nitrogênio Total;0.8;mg/L
PAS 20;2024-03-19;Nitrogênio Total;0.9;mg/L
PAS 20;2024-04-16;Nitrogênio Total;<0.15;mg/L
PAS 20;2024-07-24 16:45:00;Nitrogênio Total;<0.15;mg/L
PAS 01;2024-04-17;Óleos e Graxas Totais;11.32;mg/L
PAS 12;2024-05-20;Óleos e Graxas Totais;11.37;mg/L
PAS 22;2024-07-23 14:43:00;Óleos e Graxas Totais;11.37;mg/L
PAS 32;2024-04-16;Óleos e Graxas Totais;11.37;mg/L
PAS 01;2024-03-20;Óleos e Graxas Totais;11.55;mg/L
PAS 31;2024-02-20;Óleos e Graxas Totais;11.56;mg/L
PAS 28;2024-06-25;Óleos e Graxas Totais;11.62;mg/L
PAS 24;2024-05-23;Óleos e Graxas Totais;11.75;mg/L
PAS 03;2024-04-17;Óleos e Graxas Totais;11.76;mg/L
PAS 15;2024-03-18;Óleos e Graxas Totais;11.89;mg/L
PAS 35;2024-04-17;Óleos e Graxas Totais;11.9;mg/L
PAS 18;2024-05-23;Óleos e Graxas Totais;12;mg/L
PAS 03;2024-03-18;Óleos e Graxas Totais;12.12;mg/L
PAS 20;2020-12-17;Ortofosfato;<0.01;mg/L
PAS 20;2021-07-05;Ortofosfato;<0.01;mg/L
PAS 20;2021-12-02;Ortofosfato;<0.01;mg/L
PAS 20;2022-05-27;Ortofosfato;<0.01;mg/L
PAS 20;2022-11-24;Ortofosfato;0.08;mg/L
PAS 20;2023-05-18;Ortofosfato;0.02;mg/L
PAS 20;2023-11-21;Ortofosfato;0.02;mg/L
PAS 20;2024-05-23;Ortofosfato;<0.006;mg/L
PAS 20;2024-06-25;Ortofosfato;<0.006;mg/L
PAS 20;2024-02-19;Ortofosfato;<0.006;mg/L
PAS 20;2024-03-19;Ortofosfato;<0.02;mg/L
PAS 20;2024-04-16;Ortofosfato;<0.006;mg/L
PAS 20;2024-07-24 16:45:00;Ortofosfato;<0.006;mg/L
PAS 20;2020-12-17;Oxigênio dissolvido;5.3;mg/L
PAS 20;2021-07-05;Oxigênio dissolvido;6.2;mg/L
PAS 20;2021-12-02;Oxigênio dissolvido;6;mg/L
PAS 20;2022-05-27;Oxigênio dissolvido;7.23;mg/L
PAS 20;2022-11-24;Oxigênio dissolvido;7.25;mg/L
PAS 20;2023-05-18;Oxigênio dissolvido;4.3899999999999997;mg/L
PAS 20;2023-11-21;Oxigênio dissolvido;5.49;mg/L
PAS 20;2024-05-23;Oxigênio Dissolvido;6.65;mg/L
PAS 20;2024-06-25;Oxigênio Dissolvido;7.5;mg/L
PAS 20;2024-02-19;Oxigênio Dissolvido;5.69;mg/L
PAS 20;2024-03-19;Oxigênio Dissolvido;5.63;mg/L
PAS 20;2024-04-16;Oxigênio Dissolvido;8.9;mg/L
PAS 20;2024-07-24 16:45:00;Oxigênio Dissolvido;8.52;mg/L
PAS 20;2020-12-17;pH;8.1999999999999993;-
PAS 20;2021-07-05;pH;7.1;-
PAS 20;2021-12-02;pH;7.5;-
PAS 20;2022-05-27;pH;6.6;-
PAS 20;2022-11-24;pH;6.8;-
PAS 20;2023-05-18;pH;7;-
PAS 20;2023-11-21;pH;6.5;-
PAS 20;2023-12-13;pH;7.85;-
PAS 20;2024-05-23;pH;7.37;-
PAS 20;2024-06-25;pH;7.84;-
PAS 20;2024-01-23;pH;7.62;-
PAS 20;2024-02-19;pH;7.28;-
PAS 20;2024-02-19;pH;7.34;-
PAS 20;2024-03-19;pH;7.42;-
